No.;Kode Item;Nama Item;Jenis;Stok;Satuan;Qty / Paket;Satuan;Harga Pokok;Harga Level 1;Harga Level 2;Harga Level 3
1563;PEMBATAS-002;Pembatas Abjad Bambi 2610;ATK;0;Bks;1;Bks;20000;27000;30000;0
1564;PEMBATAS-003;Pembatas Abjad Bambi 2710;ATK;7;Bks;1;Bks;15325;21000;23500;0
1565;PEMBATAS-004;Pembatas Abjad Bantex 6050;ATK;33;Bks;1;Bks;10500;14500;16000;0
1566;PEMBATAS-005;Pembatas Besi 07 LION;ATK;-5;set;1;set;22083;30000;33000;0
1567;PEMBATAS-005;Pembatas Besi 07 LION;ATK;-0,42;PAK;12;set;264996;324000;0;0
1568;PEMBATAS-006;Pembatas Bantex 6052 angka (1-31);ATK;20;Bks;1;Bks;28750;39000;53000;0
1569;PEMBATAS-007;Pembatas Bantex 6051 angka (1-12);ATK;-13;Bks;1;Bks;11360;15500;17500;0
1570;PEMBATAS-008;Pembatas Bantex 6043 Abjad (A-Z);ATK;54;Bks;1;Bks;19000;26000;0;0
1571;PEMBOLONG-001;Pembolong No 30 Joyko / Kenko;ATK;54;Bh;1;Bh;11500;17000;19000;0
1572;PEMBOLONG-002;Pembolong No 40 Joyko / Kenko;ATK;23;Bh;1;Bh;19853;27000;30000;0
1573;PEMBOLONG-003;Pembolong No 85 Joyko / Kenko;ATK;17;Bh;1;Bh;38000;51500;57000;0
1574;PEMBOLONG-004;Pembolong 3 Lubang 999 Kwtrio;ATK;0;Bh;1;Bh;50500;67500;74500;0
1575;PEMBOLONG-005;Pembolong No 85 XL Kenko;ATK;0;Bh;1;Bh;51650;70000;77000;0
1576;PEMOTONG-001;Pemotong kertas V-TECH Folio;ATK;0;Bh;1;Bh;155000;210000;231000;0
1577;PEMOTONG-002;Pemotong kertas V-TECH A3;ATK;0;Bh;1;Bh;205000;277000;305000;0
1578;PENGGARIS-001;Penggaris Kayu 1 Meter;ATK;0;Bh;1;Bh;10000;13500;15000;0
1579;PENGGARIS-002;Penggaris Kayu Segitiga;ATK;-2;Bh;1;Bh;7750;10500;12000;0
1580;PENGGARIS-003;Penggaris Segi3 No 12 Buttfly;ATK;0;Bh;1;Bh;11000;15000;16500;0
1581;PENGGARIS-004;Penggaris Segi3 No 10 Buttfly;ATK;0;Bh;1;Bh;9000;12500;14000;0
1582;PENGGARIS-005;Penggaris Segi3 No 8 Buttfly;ATK;0;Bh;1;Bh;6666;9000;10000;0
1583;PENGGARIS-006;Penggaris Besi 15 cm Joyko / Kenko;ATK;-22;Bh;1;Bh;1667;3000;3500;0
1584;PENGGARIS-006;Penggaris Besi 15 cm Joyko / Kenko;ATK;-1,83;Pak;12;Bh;20004;32500;0;0
1585;PENGGARIS-007;Penggaris Besi 30 cm joyko / Kenko;ATK;-94;Bh;1;Bh;5416;8500;9500;0
1586;PENGGARIS-007;Penggaris Besi 30 cm joyko / Kenko;ATK;-7,83;Pak;12;Bh;64992;92000;0;0
1587;PENGGARIS-008;Penggaris Besi 50 cm Joyko / Kenko;ATK;-4;Bh;1;Bh;9166;12500;14000;0
1588;PENGGARIS-008;Penggaris Besi 50 cm Joyko / Kenko;ATK;-0,33;Pak;12;Bh;109992;135000;0;0
1589;PENGGARIS-009;Penggaris Besi 60 cm Joyko / Kenko;ATK;-12;Bh;1;Bh;9500;14000;15500;0
1590;PENGGARIS-009;Penggaris Besi 60 cm Joyko / Kenko;ATK;-1;Pak;12;Bh;114000;151500;0;0
1591;PENGGARIS-010;Penggaris Besi 1 Mtr Kenko;ATK;1;Bh;1;Bh;39000;53000;58500;0
1592;PENGGARIS-010;Penggaris Besi 1 Mtr Kenko;ATK;0,08;Pak;12;Bh;468000;572500;0;0
1593;PENGGARIS-011;Penggaris Mika butterfly 30 cm;ATK;110;Bh;1;Bh;1917;3000;3500;0
1594;PENGGARIS-011;Penggaris Mika butterfly 30 cm;ATK;9,17;Pak;12;Bh;23000;32500;0;0
1595;PENGGARIS-012;Penggaris Mika Butterfly 100cm;ATK;0;Pcs;1;Pcs;30000;40500;45000;0
1596;PENGHAPUS-001;Penghapus Joyko Kecil B40;ATK;450;Bh;1;Bh;612;1000;1500;0
1597;PENGHAPUS-001;Penghapus Joyko Kecil B40;ATK;11,25;Pak;40;Bh;24480;36000;0;0
1598;PENGHAPUS-002;Penghapus Joyko Hitam Kecil B40;ATK;0;Bh;1;Bh;587;1000;1500;0
1599;PENGHAPUS-002;Penghapus Joyko Hitam Kecil B40;ATK;0;Pak;40;Bh;23480;36000;0;0
1600;PENGHAPUS-003;Penghapus Joyko besar B20;ATK;180;Bh;1;Bh;1500;2500;3000;0
1601;PENGHAPUS-003;Penghapus Joyko besar B20;ATK;9;Pak;20;Bh;30000;45000;0;0
1602;PENGHAPUS-004;Penghapus Stadler Kecil B40;ATK;68;Bh;1;Bh;1625;2500;3000;0
1603;PENGHAPUS-004;Penghapus Stadler Kecil B40;ATK;1,7;Pak;40;Bh;65000;90000;0;0
1604;PENGHAPUS-005;Penghapus Stadler Besar B20;ATK;68;Bh;1;Bh;7000;9500;10500;0
1605;PENGHAPUS-005;Penghapus Stadler Besar B20;ATK;3,4;Pak;20;Bh;140000;171000;0;0
1606;PENGHAPUS-006;Penghapus Faber castle B40;ATK;108;Bh;1;Bh;2062;3000;4500;0
1607;PENGHAPUS-006;Penghapus Faber castle B40;ATK;2,7;Pak;40;Bh;82480;108000;0;0
1608;PENGHAPUS-007;Penghapus W/B Plastik Atari;ATK;97;Bh;1;Bh;7500;10500;12000;0
1609;PENGHAPUS-007;Penghapus W/B Plastik Atari;ATK;8,08;Pak;12;Bh;90000;113500;0;0
1610;PENGHAPUS-008;Penghapus W/B Gagang kayu Besar;ATK;0;Bh;1;Bh;3750;5500;6500;0
1611;PENGHAPUS-008;Penghapus W/B Gagang kayu Besar;ATK;0;Pak;12;Bh;45000;59500;0;0
1612;PENGHAPUS-009;Penghapus W/B Gagang kayu Kecil;ATK;0;Bh;1;Bh;2550;3500;4000;0
1613;PENGHAPUS-009;Penghapus W/B Gagang kayu Kecil;ATK;0;Pak;12;Bh;30600;38000;0;0
1614;PENGHAPUS-010;Penghapus Pulpen Pelikan BR80 Kecil;ATK;451;Bh;1;Bh;3125;4500;5000;0
1615;PENGHAPUS-010;Penghapus Pulpen Pelikan BR80 Kecil;ATK;5,64;Pak;80;Bh;250000;324000;0;0
1616;PENGHAPUS-011;Penghapus Pulpen Pelikan BR20 Besar;ATK;-6;Bh;1;Bh;3750;5000;5500;0
1617;PENGHAPUS-011;Penghapus Pulpen Pelikan BR20 Besar;ATK;-0,3;Pak;20;Bh;75000;90000;0;0
1618;PENGHAPUS-012;Penghapus Lyra Putih;ATK;25;Bh;1;Bh;1600;2000;2500;0
1619;PENGHAPUS-012;Penghapus Lyra Putih;ATK;0,63;Pak;40;Bh;64000;72000;0;0
1620;PENSIL-001;Pensil 2B Faber Castel;ATK;384;Bh;1;Bh;3416;5000;5500;0
1621;PENSIL-001;Pensil 2B Faber Castel;ATK;32;Pak;12;Bh;40992;54000;0;0
1622;PENSIL-002;Pensil 2HB Faber Castel;ATK;0;Bh;1;Bh;2375;3500;4000;0
1623;PENSIL-002;Pensil 2HB Faber Castel;ATK;0;Pak;12;Bh;28500;38000;0;0
1624;PENSIL-007;Pensil Paket Standart Fabercastel;ATK;0;Set;1;Set;19000;26000;29000;0
1625;PENSIL-008;Pensil Paket Standar;ATK;0;Set;1;Set;12500;17000;19000;0
1626;PENSIL-009;Klir 12 Pendek Joyko;ATK;0;Set;1;Set;4250;6000;7000;0
1627;PENSIL-010;Klir 12 Panjang Joyko;ATK;0;Set;1;Set;7708;10500;12000;0
1628;PENSIL-011;Klir 12 Panjang Kenko;ATK;-23;Set;1;Set;10000;13500;15000;0
1629;PENSIL-011;Klir 12 Panjang Kenko;ATK;-1,92;Pak;12;Set;120000;146000;0;0
1630;PENSIL-012;Pensil Merah Biru Five Star;ATK;97;Bh;1;Bh;1667;2500;3000;0
1631;PENSIL-012;Pensil Merah Biru Five Star;ATK;8,08;Pak;12;Bh;20004;27000;0;0
1632;PENSIL-013;Pensil Mekanik Joyko MP08;ATK;0;Bh;1;Bh;3350;5000;5500;0
1633;PENSIL-013;Pensil Mekanik Joyko MP08;ATK;0;Pak;12;Bh;40200;54000;0;0
1634;PENSIL-014;Pensil Mekanik Joyko MP01;ATK;180;Bh;1;Bh;3229;5000;5500;0
1635;PENSIL-014;Pensil Mekanik Joyko MP01;ATK;15;Pak;12;Bh;38748;54000;0;0
1636;PENSIL-015;Pensil Mekanik Joyko MP36;ATK;0;Bh;1;Bh;1166;2000;2500;0
1637;PENSIL-016;Pensil Mekanik Staedler 0,5;ATK;0;Bh;1;Bh;10000;13500;15000;0
1638;PENSIL-017;Pensil Mekanik Pilot H 185 N;ATK;1;Bh;1;Bh;11909;16500;18500;0
1639;PENSIL-017;Pensil Mekanik Pilot H 185 N;ATK;0,08;Pak;12;Bh;142908;0;0;0
1640;PENSIL-018;Pensil 2B Staedler;ATK;102;Bh;1;Bh;2916;4000;4500;0
1641;PENSIL-018;Pensil 2B Staedler;ATK;8,5;Pak;12;Bh;34992;43500;0;0
1642;PENSIL-019;Pensil 2B Grebel;ATK;22;Bh;1;Bh;2291;3000;3500;0
1643;PENSIL-019;Pensil 2B Grebel;ATK;1,83;Pak;12;Bh;27492;32500;0;0
1644;PENSIL-020;Pensil 2B Cung Hwa;ATK;47;Bh;1;Bh;763;1500;2000;0
1645;PENSIL-020;Pensil 2B Cung Hwa;ATK;3,92;Pak;12;Bh;9156;16500;0;0
1646;PENSIL-021;Pensil 2B Chung Hwa Warna 6611;ATK;-1;Bh;1;Bh;1166;2000;2500;0
1647;PENSIL-021;Pensil 2B Chung Hwa Warna 6611;ATK;-0,08;Pak;12;Bh;13992;22000;0;0
1648;PENSIL-022;Pensil 2B Joyko P-88;ATK;321;Bh;1;Bh;646;1000;1500;0
1649;PENSIL-022;Pensil 2B Joyko P-88;ATK;26,75;Pak;12;Bh;7750;11000;0;0
1650;PENSIL-023;Pensil 2B Kenko 6161;ATK;70;Bh;1;Bh;607;1000;1500;0
1651;PENSIL-023;Pensil 2B Kenko 6161;ATK;5,83;Pak;12;Bh;7284;11000;0;0
1652;PENSIL-024;Pensil 2B Lyra;ATK;121;Bh;1;Bh;1833;3000;3500;0
1653;PENSIL-024;Pensil 2B Lyra;ATK;10,08;Pak;12;Bh;21996;32500;0;0
1654;PENSIL-CUP-001;Tempat Pensil CUP;ATK;-7;PCS;1;PCS;6600;10000;11000;0
1655;PIT-002;Pita jilid buku/ Punggung;ATK;0;Roll;1;Roll;150000;202500;223000;0
1656;PIT-003;Pita jilid buku 50 Yard;ATK;0;Roll;1;Roll;85000;115000;126500;0
1657;PITA-001;Cartridge LQ2180, 2170+Rmh Epson;Catridge M.TIK;0;Bh;1;Bh;176000;238000;262000;0
1658;PITA-002;Cartridge LQ2180, 2170+Rmh Print Ink;Catridge M.TIK;0;Bh;1;Bh;60000;0;0;0
1659;PITA-003;Cartridge LX300 (8750)+Rmh Epson;Catridge M.TIK;-4;Bh;1;Bh;46000;62500;69000;0
1660;PITA-004;Cartridge LX300 (8750)+Rmh Print Ink;Catridge M.TIK;0;Bh;1;Bh;16000;22000;24500;0
1661;PITA-005;Catridge LQ300 (7753)+Rmh Epson;Catridge M.TIK;9;Bh;1;Bh;70000;88000;97000;0
1662;PITA-006;Catridge LQ310+Rmh Epson;Catridge M.TIK;7;Bh;1;Bh;61000;82500;91000;0
1663;PITA-007;Cartridge LQ-590 + Rmh Epson;Catridge M.TIK;5;Bh;1;Bh;145000;196000;216000;0
1664;PITA-008;R. Pita 8758 Print Ink Lx 400;Catridge M.TIK;0;Bh;1;Bh;5000;7500;8500;0
1665;PITA-010;R. Pita 8758 E-Print Lx 300;Catridge M.TIK;49;Bh;1;Bh;8953;12500;14000;0
1666;PITA-011;R. Pita 8758 Epson Lx 300 (ori);Catridge M.TIK;5;Bh;1;Bh;40000;61000;67500;0
1667;PITA-012;R. Pita 7755 Epson LQ300/310 (ori);Catridge M.TIK;21;Bh;1;Bh;52500;71000;78500;0
1668;PITA-013;R. Pit LQ 2180, 2170 Eps (ori);Catridge M.TIK;4;Bh;1;Bh;72000;97500;107500;0
1669;PITA-014;R. Pita LQ 2180, 2170 PrinInk;Catridge M.TIK;0;Bh;1;Bh;20000;27000;30000;0
1670;PITA-015;Pita MsnTik Elek Brother 1030;Catridge M.TIK;13;Bh;1;Bh;55000;74500;82000;0
1671;PITA-016;Pita MsnTik E.Brother1031;Catridge M.TIK;0;Bh;1;Bh;35000;40500;45000;0
1672;PITA-017;Pita MsnTik E Fullmark Brother;Catridge M.TIK;0;Bh;1;Bh;19500;26500;29500;0
1673;PITA-018;Pita MsnTik E Fullmark Brother AX-10;Catridge M.TIK;0;Bh;1;Bh;25000;34000;37500;0
1674;PITA-019;Pita MsnTik E.Nakajima AX 200;Catridge M.TIK;-5;Bh;1;Bh;57500;78000;86000;0
1675;PITA-020;Pita MsnTik E.Canon AP 100;Catridge M.TIK;0;Bh;1;Bh;26000;35500;39500;0
1676;PITA-021;Pita MsnTik Fullmark ERC 27;Catridge M.TIK;0;Bh;1;Bh;21000;28500;31500;0
1677;PITA-022;Pita MsnTik Fujitsu DL 3850 Hitam;Catridge M.TIK;0;Bh;1;Bh;145000;196000;216000;0
1678;PITA-023;Pita MsnTik Fujitsu DL 3850 Biru;Catridge M.TIK;0;Bh;1;Bh;145000;196000;216000;0
1679;PITA-024;tipe X mesin TIK fullmark;Catridge M.TIK;0;Bh;1;Bh;30000;40500;45000;0
1680;PITA-025;Tipe X mesin TIK Brother;Catridge M.TIK;8;Bh;1;Bh;29400;40000;44000;0
1681;PITA-026;Compu Print Sp 40;Catridge M.TIK;8;Bh;1;Bh;147000;198500;218500;0
1682;PITA-027;R.Pita PLQ 20 Epson;Catridge M.TIK;5;Bh;1;Bh;169667;230000;253000;0
1683;PITA-027;R.Pita PLQ 20 Epson;Catridge M.TIK;1,67;PAK;3;Bh;509000;687500;0;0
1684;PITA-028;R. Pita Lx 310 Epson;Catridge M.TIK;9;Bh;1;Bh;40000;54000;59500;0
1685;PITA-029;Catridge Ribbon Epson ERC 38B;Tinta Printing;20;Bh;1;Bh;35000;47500;52500;0
1686;PITA-030;Cartridge LX 310+Rmh Epson;Catridge M.TIK;8;Bh;1;Bh;46000;62500;69000;0
1687;PITA-031;Catridge Ribbon Fullmark ERC 38B;Catridge M.TIK;0;Bh;1;Bh;25000;36000;40000;0
1688;PITA-032;Catridge Ribbon E-Print ERC 38 Black;Catridge M.TIK;8;Bh;1;Bh;22269;31000;34500;0
1689;PL-001;Plastik Fotocopy Jeruk;ATK;-1;Roll;1;Roll;70000;94500;104000;0
1690;PL-002;Plastik Laminating A3 Toho;ATK;6;Pak;1;Pak;172500;233000;0;0
1691;PL-003;Plastik Laminating A4 Toho;ATK;15;Pak;1;Pak;90000;121500;134000;0
1692;PL-004;Plastik Laminating F4 Toho;ATK;16;Pak;1;Pak;90000;122000;134500;0
1693;PL-005;Plastik Laminating F4 Eprin;ATK;4;Pak;1;Pak;100988;136500;150500;0
1694;PL-006;Plastik Laminating A4 Eprin;ATK;12;Pak;1;Pak;97626;132000;145500;0
1695;PL-007;Plastik Laminating Roll Eprin (Glosy);ATK;6;Roll;1;Roll;150802;204000;224500;0
1696;PL-008;Plastik Laminating Roll Eprin (Doff);ATK;0;Roll;1;Roll;157255;212500;234000;0
1697;PL-009;Plastik Laminating KTP Toho Tipis 100;ATK;0;Pak;1;Pak;12500;17000;19000;0
1698;PL-010;Plastik Laminating KTP Toho Tebal 250;ATK;-5;Pak;1;Pak;25000;34000;37500;0
1699;PL-011;Plastik Laminating Dingin Doff 85gr E-print;ATK;10;Pak;1;Pak;33600;45500;50500;0
1700;PL-012;Plastik Laminating A3 E-print;ATK;1;Pak;1;Pak;195459;264000;290500;0
1701;PL-013;Plastik Yasica A4 Bening;ATK;10;Pak;1;Pak;40000;54000;59500;0
1702;PL-014;Plastik Laminating A4 TOHO 250Micron;ATK;1;Pak;1;Pak;305000;412000;453000;0
1703;PLAT-001;PLAT TOKO;PLAT;-456,2;Pcs;1;Pcs;3953;10000;0;10000
1704;PLAT-002;PLAT GT0 46;PLAT;399;Pcs;1;Pcs;8058;30000;0;30000
1705;PLAT-003;PLAT GTO 52;PLAT;-57;Pcs;1;Pcs;8058;20500;0;20500
1706;PLAT-004;PLAT OLIVER 52 / SM 52;PLAT;116;Pcs;1;Pcs;9519;23000;0;23000
1707;PLAT-005;PLAT OLIVER 58;PLAT;140;Pcs;1;Pcs;12000;31000;0;31000
1708;PLAT-006;PLAT KOMORI 66;PLAT;34;Pcs;1;Pcs;23262;35000;0;35000
1709;PLAT-007;PLAT SOR M 72 / SM 72;PLAT;6;Pcs;1;Pcs;28051;40000;0;40000
1710;PLAT-01;PLAT TOKO;PLAT;0;PCS;1;PCS;0;0;0;0
1711;PLAT-02;PLAT GTO 46;PLAT;0;PCS;1;PCS;0;0;0;0
1712;PLAT-03;PLAT GTO 52;PLAT;0;PCS;1;PCS;0;0;0;0
1713;PLAT-04;PLAT RYOBT 48;PLAT;0;PCS;1;PCS;0;0;0;0
1714;PLAT-05;PLAT OLIVER 52/ SM 52;PLAT;0;PCS;1;PCS;0;0;0;0
1715;PLAT-06;PLAT OLIVER 58;PLAT;0;PCS;1;PCS;0;0;0;0
1716;PLAT-07;PLAT MO BS;PLAT;0;PCS;1;PCS;0;0;0;0
1717;PLAT-08;PLAT OLIVER 66/HARMONI 66;PLAT;0;PCS;1;PCS;0;0;0;0
1718;PLAT-09;PLAT OLIVER 72;PLAT;0;PCS;1;PCS;0;0;0;0
1719;PLAT-10;PLAT HOMORI 72;PLAT;0;PCS;1;PCS;0;0;0;0
1720;PLAT-11;PLAT SOR M 72/SM 72;PLAT;0;PCS;1;PCS;0;0;0;0
1721;PLN-001;ArtCarton 230gr 79x109 79/109;Plano;1.500,00;Lbr;1;Lbr;3070;0;0;0
1722;PLN-002;Pot Artcarton 230gr 35x44 79/109;Plano;8.590,00;Lbr;1;Lbr;614;0;0;0
1723;PLN-003;Pot ArtCarton 230gr 32,5x48,5 65/90;Plano;481;Lbr;1;Lbr;568;0;0;0
1724;PLN-004;Pot ArtCarton 260gr 32,5x48,5 65/100;Plano;6.000,00;Lbr;1;Lbr;642;0;0;0
1725;PLN-005;ArtPaper 150gr 32,5x48,5 65/100;Plano;5.000,00;Lbr;1;Lbr;772;0;0;0
1726;PLN-006;Karton TIK Kuning 79x109;Plano;200;Lbr;1;Lbr;4100;0;0;0
1727;PLN-007;Karton TIK Biru 79x109;Plano;300;Lbr;1;Lbr;4100;0;0;0
1728;PLN-008;Duplex 310gr 90/120;Plano;498;Lbr;1;Lbr;3700;0;0;0
1729;PLN-009;ArtCarton 260gr 79x109;Plano;5.501,00;Lbr;1;Lbr;3472;0;0;0
1730;PLN-010;HVS A3 70 Pink;Plano;4;Rim;1;Rim;127000;0;0;0
1731;PLN-011;ArtCarton 230gr 79x109;Plano;800;Lbr;1;Lbr;3012;0;0;0
1732;PLN-012;ArtCarton 260gr 65x100;Plano;0;Lbr;1;Lbr;2570;0;0;0
1733;PLN-013;Karton Bufallo Kuning Kunyit;Plano;1;Lbr;1;Lbr;6500;0;0;0
1734;PLN-014;Kertas Samson 80gr;Plano;0;Lbr;1;Lbr;1600;0;0;0
1735;PLN-015;Karton Tik Putih 42x29,7 A3;Plano;1.000,00;Lbr;1;Lbr;771;0;0;0
1736;PLN-016;Sticker Vinyl Glossy Quantex A3+;Cetakan;500;Lbr;1;Lbr;4250;0;0;0
1737;PLN-017;Artpaper 150gr 35x44 79/109;Plano;10.500,00;Lbr;1;Lbr;453;0;0;0
1738;PLN-018;ArtCarton 210gr 35x44 79/109;Plano;2.500,00;Lbr;1;Lbr;561;0;0;0
1739;PLN-019;ArtCarton 230gr 32x45 65/90;Plano;2.000,00;Lbr;1;Lbr;522;0;0;0
1740;PLN-020;ArtCarton 230gr 32,5x48,5 65/100;Plano;2.925,00;Lbr;1;Lbr;579;0;0;0
1741;POSIT-001;Pos It 653 3M;ATK;152;Bh;1;Bh;4750;6500;7500;0
1742;POSIT-001;Pos It 653 3M;ATK;12,67;Pak;12;Bh;57000;70500;0;0
1743;POSIT-002;Pos It 654 Pronto;ATK;0;Bh;1;Bh;6250;9000;10000;0
1744;POSIT-002;Pos It 654 Pronto;ATK;0;Pak;12;Bh;75000;97500;0;0
1745;POSIT-003;Pos It 654 3M;ATK;42;Bh;1;Bh;10416;14500;16000;0
1746;POSIT-003;Pos It 654 3M;ATK;3,5;Pak;12;Bh;124992;157000;0;0
1747;POSIT-004;Pos It 653 Warna 3M;ATK;117;Bh;1;Bh;5125;7000;8000;0
1748;POSIT-004;Pos It 653 Warna 3M;ATK;9,75;Pak;12;Bh;61500;76000;0;0
1749;POSIT-005;Pos It 654 Warna 3M;ATK;2;Pak;1;Pak;57500;78000;86000;0
1750;POSIT-006;Pos It 655 3M;ATK;3;Bh;1;Bh;17333;23500;26000;0
1751;POSIT-006;Pos It 655 3M;ATK;0,25;Pak;12;Bh;207996;254000;0;0
1752;POSIT-007;Pos It Pronto Mark & Note;ATK;211;Bks;1;Bks;8750;12000;13500;0
1753;POSIT-007;Pos It Pronto Mark & Note;ATK;10,55;Pak;20;Bks;175000;216000;0;0
1754;POSIT-008;Pos It Warna 654 Pronto;ATK;0;Pak;1;Pak;27500;37500;41500;0
1755;POSIT-009;Pos It T&J 44-Z;ATK;329;Bks;1;Bks;8166;11500;13000;0
1756;POSIT-009;Pos It T&J 44-Z;ATK;27,42;Pak;12;Bks;97992;124500;0;0
1757;POSIT-010;Pos It T&J 44-SH;ATK;294;Bks;1;Bks;8500;11500;13000;0
1758;POSIT-010;Pos It T&J 44-SH;ATK;19,6;Pak;15;Bks;127500;155500;0;0
1759;POSIT-011;post it sign here  T&J 33-SH;ATK;184;Bks;1;Bks;8250;11500;13000;0
1760;POSIT-011;post it sign here  T&J 33-SH;ATK;12,27;Pak;15;Bks;123750;155500;0;0
1761;POSIT-012;Pos It Sign Here 680 3M;ATK;43;Bh;1;Bh;18500;25000;27500;0
1762;POSIT-012;Pos It Sign Here 680 3M;ATK;3,58;Pak;12;Bh;222000;270000;0;0
1763;POSIT-013;Post it 684-SH 3M Sign Here;ATK;11;Pcs;1;Pcs;39500;53500;59000;0
1764;POSIT-013;Post it 684-SH 3M Sign Here;ATK;1,83;PAK;6;Pcs;237000;289000;0;0
1765;POSIT-014;Pos It 657 3M;ATK;66;Bh;1;Bh;16666;22500;25000;0
1766;POSIT-014;Pos It 657 3M;ATK;5,5;Pak;12;Bh;200000;243000;0;0
1767;POSIT-015;Pos It 656 3M;ATK;68;Bh;1;Bh;8750;12000;13500;0
1768;POSIT-015;Pos It 656 3M;ATK;5,67;Pak;12;Bh;105000;130000;0;0
1769;POSIT-016;Post It Sign Here Pronto;ATK;36;Bks;1;Bks;20000;20000;22000;0
1770;POSIT-016;Post It Sign Here Pronto;ATK;1,44;Pak;25;Bks;362500;450000;0;0
1771;PP-001;Paku Payung;ATK;-20;Dus;1;Dus;1400;2000;2500;0
1772;PP-001;Paku Payung;ATK;-2;Pak;10;Dus;14000;18000;0;0
1773;PRNT-001;Boat/casing Cover Tipis;Kertas;0;Lbr;1;Lbr;0;0;0;0
1774;PRNT-002;PRINT A3 HVS WARNA;PRNT;0;LBR;1;LBR;0;5000;0;2250
1775;PRNT-003;PRINT A3+AC/AP;PRNT;0;LBR;1;LBR;0;0;0;0
1776;PRNT-004;PRINT A3+AC/AP BB;PRNT;0;LBR;1;LBR;0;0;0;0
1777;PRNT-005;PRINT A3+AC/AP AGEN;PRNT;0;LBR;1;LBR;0;3000;0;3000
1778;PRNT-006;PRINT A3+AC/AP BB AGEN;PRNT;0;LBR;1;LBR;0;6000;0;6000
1779;PRNT-007;PRINT STIKER CROMO;PRNT;0;LBR;1;LBR;0;0;0;0
1780;PRNT-008;PRINT STIKER CROMO AGEN;PRNT;0;LBR;1;LBR;0;3500;0;3500
1781;PRNT-009;PRINT STIKER TRANS/VINIL;PRNT;0;LBR;1;LBR;0;0;0;0
1782;PRNT-010;PRINT STIKER TRANS/VINIL AGEN;PRNT;0;LBR;1;LBR;0;6000;0;6000
1783;PRNT-011;PRINT A3+LINEN;PRNT;0;LBR;1;LBR;0;0;0;0
1784;PRNT-012;PRINT A3+LINEN AGEN;MNM;0;LBR;1;LBR;0;0;0;0
1785;PRNT-013;PRINT A3+LINEN BB;PRNT;0;LBR;1;LBR;0;6000;0;0
1786;PRNT-014;PRINT A3+LINEN  BB AGEN;PRNT;0;LBR;1;LBR;0;22000;0;9000
1787;PRNT-015;Print HVS A4/F4 Hitam Putih;PRNT;0;LBR;1;LBR;0;0;0;0
1788;PRNT-016;PRINT HVS A4/F4 WARNA;PRNT;0;LBR;1;LBR;0;0;0;0
1789;PRNT-017;Print Master;PRNT;0;LBR;1;LBR;0;0;0;0
1790;PRNT-018;PRINT A3 HVS H/P;PRNT;0;LBR;1;LBR;0;0;0;0
1791;PS-001;Pita Mesin Tik Swallow Hitam;ATK;-17;Roll;1;Roll;43750;60000;66000;0
1792;PS-001;Pita Mesin Tik Swallow Hitam;ATK;-1,42;Pak;12;Roll;525000;648000;0;0
1793;PS-002;Pita Casio;ATK;-5;Pcs;1;Pcs;6250;8500;9500;0
1794;PT-001;Papan tulis W/B 20X30 MAGNET;ATK;0;Bh;1;Bh;45000;61000;67500;0
1795;PT-002;Papan tulis W/B 40X60 MAGNET;ATK;-1;Bh;1;Bh;70000;95000;104500;0
1796;PT-003;Papan tulis W/B 45X60 MAGNET;ATK;0;Bh;1;Bh;135000;182500;201000;0
1797;PT-004;Papan tulis W/B 45X60 MAGNET + Kaki;ATK;0;Bh;1;Bh;339000;460000;506000;0
1798;PT-005;Papan tulis W/B 60X90 MAGNET;ATK;0;Bh;1;Bh;155000;210000;231000;0
1799;PT-006;Papan tulis W/B 60X90 NON MAGNET;ATK;0;Bh;1;Bh;242500;327500;360500;0
1800;PT-007;Papan tulis W/B 60X120 MAGNET;ATK;0;Bh;1;Bh;287000;387500;426500;0
1801;PT-008;Papan tulis W/B 60X120 NON MAGNET;ATK;0;Bh;1;Bh;130000;175500;193500;0
1802;PT-009;Papan tulis W/B 80X120 MAGNET;ATK;0;Bh;1;Bh;230000;310500;342000;0
1803;PT-010;Papan tulis W/B 90X120 MAGNET;ATK;0;Bh;1;Bh;420000;567000;624000;0
1804;PT-011;Papan tulis W/B 90X120 NON MAGNET;ATK;0;Bh;1;Bh;464000;626500;689500;0
1805;PT-012;Papan tulis W/B 90X180 MAGNET;ATK;0;Bh;1;Bh;550000;742500;817500;0
1806;PT-013;Papan tulis W/B 90X180 NON MAGNET;ATK;0;Bh;1;Bh;290000;392000;431500;0
1807;PT-014;Papan tulis W/B 120X180 MAGNET;ATK;0;Bh;1;Bh;600000;810000;891000;0
1808;PT-015;Papan tulis W/B 120X240 MAGNET;ATK;0;Bh;1;Bh;800000;1080000;1188000;0
1809;PT-016;Papan tulis W/B 120X240 NON  MAGNET;ATK;0;Bh;1;Bh;530000;720000;792000;0
1810;PT-017;Papan Nama Aklirik Kecil;ATK;0;Bh;1;Bh;13000;18000;20000;0
1811;PT-018;Papan Nama Aklirik Sedang GM 7X30cm;ATK;0;Bh;1;Bh;17000;23000;25500;0
1812;PT-019;Papan Nama Aklirik Besar GM 8X30cm;ATK;0;Bh;1;Bh;30000;40500;45000;0
1813;PT-020;Papan Tulis Uk. 40x60 Non Magnet;ATK;0;Bh;1;Bh;126500;171000;188500;0
1814;PULPEN-001;Pulpen Ball Liner Hitam;ATK;246;Bh;1;Bh;12291;17000;19000;0
